One Model With Late Self Training,Two Models With Late Self Training,Zipf Two Models With Late Self Training,"Zipf Two Models With q(t), S(t), and C(x,f)",Zipf_Two_Models_q_S_C,Zipf_n2_qS_ramp_KLJS,Zipf_n1_qS_ramp_KLJS,Zipf_n10_qS_ramp_KLJS
0.0004070679353976,,2.2762345841082058e-07,1.1269653323645878e-05,1.1269653372643476e-05,1.1423449990023492e-05,1.1423476933646968e-05,1.1423474043460563e-05
0.0004104166905243,,2.285568471001709e-07,1.1269624012567294e-05,1.126962405983317e-05,1.1423425380807627e-05,1.1423451520171448e-05,1.142344871716224e-05
0.0004137895013867,,2.29491565706792e-07,1.1269595368793305e-05,1.1269595414384436e-05,1.142340145660197e-05,1.1423426816139578e-05,1.1423424097712834e-05
0.0004171865115497,,2.30427611911522e-07,1.1269567376927643e-05,1.1269567420899224e-05,1.1423378198432645e-05,1.1423402801818729e-05,1.1423400165455323e-05
0.0004206078637369,,2.313649833707679e-07,1.126954002193549e-05,1.126954006434096e-05,1.1423355587847537e-05,1.1423379458022254e-05,1.1423376901276542e-05
0.000424053699756,,2.323036777173601e-07,1.126951328913474e-05,1.1269513330025858e-05,1.1423333606902112e-05,1.1423356766094497e-05,1.142335428659224e-05
0.0004275241604216,,2.332436925613858e-07,1.1269487164187544e-05,1.1269487203614434e-05,1.1423312238145575e-05,1.1423334707896175e-05,1.1423332303332523e-05
0.0004310193854794,,2.3418502549100225e-07,1.1269461633092048e-05,1.1269461671103251e-05,1.1423291464607412e-05,1.1423313265790204e-05,1.142331093392772e-05
0.0004345395135281,,2.351276740732261e-07,1.1269436682174336e-05,1.1269436718816853e-05,1.142327126978432e-05,1.1423292422627866e-05,1.1423290161294628e-05
0.0004380846819414,,2.360716358547025e-07,1.1269412298080556e-05,1.1269412333399892e-05,1.1423251637627438e-05,1.1423272161735378e-05,1.1423269968823119e-05
0.0004416550267899,,2.3701690836245145e-07,1.126938846776928e-05,1.1269388501809507e-05,1.142323255252998e-05,1.1423252466900835e-05,1.1423250340363122e-05
0.000445250682763,,2.3796348910459877e-07,1.1269365178504005e-05,1.1269365211307792e-05,1.1423213999315144e-05,1.1423233322361496e-05,1.1423231260211971e-05
0.0004488717830899,,2.3891137557107996e-07,1.1269342417845894e-05,1.1269342449454547e-05,1.14231959632244e-05,1.1423214712791406e-05,1.1423212713102082e-05
0.0004525184594624,,2.3986056523433105e-07,1.1269320173646635e-05,1.1269320204100156e-05,1.142317842990606e-05,1.1423196623289396e-05,1.1423194684188986e-05
0.0004561908419569,,2.408110555499576e-07,1.1269298434041536e-05,1.1269298463378644e-05,1.1423161385404153e-05,1.142317903936736e-05,1.1423177159039656e-05
0.000459889058958,,2.417628439573861e-07,1.1269277187442744e-05,1.1269277215700927e-05,1.142314481614764e-05,1.1423161946938895e-05,1.1423160123621187e-05
0.0004636132370822,,2.427159278804983e-07,1.126925642253266e-05,1.1269256449748208e-05,1.1423128708939862e-05,1.1423145332308236e-05,1.1423143564289777e-05
0.0004673635011036,,2.43670304728245e-07,1.1269236128257487e-05,1.1269236154465532e-05,1.1423113050948328e-05,1.1423129182159472e-05,1.1423127467780003e-05
0.0004711399738803,,2.4462597189524853e-07,1.1269216293820989e-05,1.1269216319055532e-05,1.1423097829694746e-05,1.14231134835461e-05,1.1423111821194383e-05
0.0004749427762828,,2.455829267623797e-07,1.1269196908678322e-05,1.126919693297229e-05,1.1423083033045324e-05,1.1423098223880824e-05,1.1423096611993242e-05
0.0004787720271245,,2.4654116669733113e-07,1.1269177962530102e-05,1.126917798591535e-05,1.142306864920136e-05,1.1423083390925672e-05,1.1423081827984845e-05
0.0004826278430935,,2.4750068905516156e-07,1.1269159445316554e-05,1.1269159467823922e-05,1.1423054666690046e-05,1.1423068972782335e-05,1.1423067457315801e-05
0.0004865103386877,,2.484614911788361e-07,1.1269141347211837e-05,1.1269141368871172e-05,1.1423041074355569e-05,1.1423054957882826e-05,1.1423053488461733e-05
0.0004904196261521,,2.494235703997407e-07,1.12691236586185e-05,1.126912367945869e-05,1.14230278613504e-05,1.142304133498034e-05,1.1423039910218192e-05
,,2.503869240381931e-07,1.1269106370162065e-05,1.1269106390211064e-05,1.1423015017126862e-05,1.1423028093140407e-05,1.1423026711691838e-05
,,2.513515494039335e-07,1.126908947268575e-05,1.1269089491970615e-05,1.1423002531428914e-05,1.1423015221732268e-05,1.1423013882291848e-05
,,2.5231744379659956e-07,1.1269072957245327e-05,1.1269072975792242e-05,1.1422990394284132e-05,1.1423002710420491e-05,1.1423001411721569e-05
,,2.5328460450619316e-07,1.1269056815104088e-05,1.1269056832938383e-05,1.1422978595995962e-05,1.1422990549156808e-05,1.1422989289970385e-05
,,2.5425302881353085e-07,1.1269041037727932e-05,1.1269041054874124e-05,1.1422967127136115e-05,1.1422978728172194e-05,1.1422977507305834e-05
,,2.552227139906824e-07,1.126902561678061e-05,1.1269025633262414e-05,1.1422955978537236e-05,1.1422967237969148e-05,1.1422966054265902e-05
,,2.561936573013964e-07,1.126901054411902e-05,1.1269010559959393e-05,1.1422945141285714e-05,1.1422956069314184e-05,1.1422954921651576e-05
,,2.571658560015168e-07,1.1268995811788684e-05,1.1268995827009823e-05,1.1422934606714731e-05,1.142294521323055e-05,1.1422944100519552e-05
,,2.581393073393794e-07,1.1268981412019283e-05,1.1268981426642674e-05,1.142292436639748e-05,1.1422934660991114e-05,1.142293358217518e-05
,,2.591140085562102e-07,1.1268967337220318e-05,1.1268967351266743e-05,1.1422914412140544e-05,1.142292440411147e-05,1.1422923358165591e-05
,,2.6008995688649896e-07,1.1268953579976888e-05,1.1268953593466457e-05,1.1422904735977536e-05,1.1422914434343229e-05,1.1422913420272999e-05
,,2.610671495583707e-07,1.1268940133045548e-05,1.1268940145997702e-05,1.1422895330162787e-05,1.142290474366748e-05,1.1422903760508212e-05
,,2.620455837939443e-07,1.1268926989350287e-05,1.1268927001783838e-05,1.142288618716533e-05,1.1422895324288454e-05,1.1422894371104301e-05
,,2.6302525680967857e-07,1.1268914141978582e-05,1.1268914153911726e-05,1.1422877299662971e-05,1.1422886168627336e-05,1.1422885244510456e-05
,,2.6400616581671346e-07,1.1268901584177562e-05,1.1268901595627898e-05,1.1422868660536536e-05,1.142287726931627e-05,1.1422876373385989e-05
,,2.649883080211926e-07,1.1268889309350262e-05,1.1268889320334813e-05,1.1422860262864304e-05,1.1422868619192512e-05,1.1422867750594536e-05
,,2.659716806245902e-07,1.1268877311051966e-05,1.1268877321587189e-05,1.1422852099916536e-05,1.1422860211292754e-05,1.1422859369198395e-05
,,2.669562808240136e-07,1.1268865582986629e-05,1.1268865593088442e-05,1.1422844165150234e-05,1.1422852038847603e-05,1.1422851222453017e-05
,,2.679421058125073e-07,1.1268854119003391e-05,1.1268854128687192e-05,1.1422836452203948e-05,1.1422844095276194e-05,1.142284330380166e-05
,,2.689291527793445e-07,1.1268842913093194e-05,1.126884292237387e-05,1.1422828954892808e-05,1.1422836374180996e-05,1.142283560687019e-05
,,2.699174189103094e-07,1.126883195938544e-05,1.1268831968277382e-05,1.1422821667203628e-05,1.1422828869342696e-05,1.1422828125462019e-05
,,2.709069013879752e-07,1.126882125214476e-05,1.1268821260661886e-05,1.14228145832902e-05,1.1422821574715286e-05,1.142282085355318e-05
,,2.718975973919678e-07,1.1268810785767854e-05,1.1268810793923612e-05,1.1422807697468665e-05,1.142281448442124e-05,1.1422813785287543e-05
,,2.7288950409922684e-07,1.1268800554780391e-05,1.1268800562587796e-05,1.142280100421304e-05,1.1422807592746868e-05,1.142280691497217e-05
,,2.7388261868425877e-07,1.1268790553834004e-05,1.126879056130563e-05,1.1422794498150871e-05,1.1422800894137734e-05,1.1422800237072782e-05
,,2.7487693831937954e-07,1.1268780777703351e-05,1.1268780784851352e-05,1.1422788174058986e-05,1.1422794383194263e-05,1.1422793746209356e-05
,,2.758724601749516e-07,1.1268771221283234e-05,1.126877122811936e-05,1.1422782026859368e-05,1.1422788054667456e-05,1.1422787437151845e-05
,,2.768691814196157e-07,1.1268761879585795e-05,1.1268761886121408e-05,1.1422776051615157e-05,1.1422781903454667e-05,1.1422781304816032e-05
,,2.77867099220513e-07,1.1268752747737796e-05,1.1268752753983864e-05,1.1422770243526746e-05,1.1422775924595598e-05,1.1422775344259465e-05
,,2.78866210743503e-07,1.1268743820977914e-05,1.1268743826945051e-05,1.142276459792798e-05,1.1422770113268291e-05,1.1422769550677526e-05
,,2.7986651315337314e-07,1.1268735094654168e-05,1.1268735100352628e-05,1.1422759110282488e-05,1.1422764464785337e-05,1.142276391939961e-05
,,2.808680036140432e-07,1.1268726564221349e-05,1.1268726569661032e-05,1.1422753776180073e-05,1.1422758974590095e-05,1.1422758445885403e-05
,,2.81870679288765e-07,1.1268718225238534e-05,1.1268718230429024e-05,1.1422748591333224e-05,1.1422753638253092e-05,1.1422753125721256e-05
,,2.828745373403095e-07,1.1268710073366684e-05,1.126871007831722e-05,1.1422743551573748e-05,1.1422748451468476e-05,1.1422747954616672e-05
,,2.838795749311626e-07,1.1268702104366233e-05,1.1268702109085765e-05,1.1422738652849432e-05,1.1422743410050582e-05,1.1422742928400885e-05
,,2.848857892236938e-07,1.1268694314094814e-05,1.1268694318591966e-05,1.1422733891220867e-05,1.1422738509930586e-05,1.1422738043019537e-05
,,2.858931773803445e-07,1.1268686698504976e-05,1.1268686702788093e-05,1.14227292628583e-05,1.1422733747153274e-05,1.1422733294531423e-05
,,2.869017365637879e-07,1.1268679253641989e-05,1.1268679257719122e-05,1.142272476403861e-05,1.142272911787386e-05,1.1422728679105379e-05
,,2.879114639370988e-07,1.1268671975641676e-05,1.126867197952061e-05,1.1422720391142356e-05,1.1422724618354943e-05,1.1422724193017185e-05
,,2.889223566639134e-07,1.126866486072833e-05,1.1268664864416588e-05,1.14227161406509e-05,1.1422720244963497e-05,1.1422719832646621e-05
,,2.899344119085837e-07,1.1268657905212656e-05,1.126865790871749e-05,1.1422712009143612e-05,1.1422715994167963e-05,1.1422715594474562e-05
,,2.909476268363281e-07,1.1268651105489756e-05,1.1268651108818184e-05,1.142270799329517e-05,1.142271186253546e-05,1.1422711475080163e-05
,,2.919619986133775e-07,1.1268644458037184e-05,1.1268644461195968e-05,1.1422704089872892e-05,1.1422707846729004e-05,1.142270747113813e-05
,,2.929775244071168e-07,1.1268637959413024e-05,1.1268637962408706e-05,1.1422700295734194e-05,1.1422703943504857e-05,1.1422703579416065e-05
,,2.939942013862213e-07,1.1268631606254038e-05,1.1268631609092924e-05,1.1422696607824067e-05,1.1422700149709922e-05,1.1422699796771866e-05
,,2.950120267207911e-07,1.1268625395273824e-05,1.1268625397962016e-05,1.142269302317267e-05,1.1422696462279231e-05,1.1422696120151233e-05
,,2.9603099758247724e-07,1.126861932326106e-05,1.126861932580444e-05,1.1422689538892956e-05,1.1422692878233477e-05,1.1422692546585204e-05
,,2.970511111446109e-07,1.1268613387077756e-05,1.1268613389482e-05,1.1422686152178371e-05,1.142268939467664e-05,1.1422689073187795e-05
,,2.980723645823169e-07,1.126860758365755e-05,1.1268607585928138e-05,1.1422682860300631e-05,1.1422686008793664e-05,1.1422685697153683e-05
,,2.990947550726401e-07,1.1268601910004062e-05,1.1268601912146284e-05,1.1422679660607544e-05,1.1422682717848187e-05,1.1422682415755955e-05
,,3.0011827979465234e-07,1.126859636318927e-05,1.1268596365208237e-05,1.1422676550520884e-05,1.1422679519180386e-05,1.1422679226343932e-05
,,3.01142935929564e-07,1.126859094035194e-05,1.126859094225257e-05,1.1422673527534369e-05,1.142267641020479e-05,1.1422676126341033e-05
,,3.0216872066083105e-07,1.1268585638696073e-05,1.126858564048312e-05,1.142267058921162e-05,1.1422673388408258e-05,1.142267311324273e-05
,,3.03195631174258e-07,1.1268580455489395e-05,1.1268580457167454e-05,1.1422667733184268e-05,1.1422670451347933e-05,1.1422670184614517e-05
,,3.042236646580969e-07,1.1268575388061908e-05,1.12685753896354e-05,1.1422664957150015e-05,1.142266759664929e-05,1.1422667338089978e-05
,,3.052528183031466e-07,1.1268570433804426e-05,1.126857043527762e-05,1.1422662258870842e-05,1.1422664822004236e-05,1.1422664571368875e-05
,,3.062830893028433e-07,1.126856559016719e-05,1.1268565591544202e-05,1.1422659636171184e-05,1.142266212516925e-05,1.1422661882215303e-05
,,3.073144748533503e-07,1.1268560854658492e-05,1.1268560855943291e-05,1.1422657086936217e-05,1.1422659503963585e-05,1.1422659268455911e-05
,,3.083469721536518e-07,1.126855622484334e-05,1.1268556226039757e-05,1.1422654609110168e-05,1.1422656956267517e-05,1.1422656727978141e-05
,,3.093805784056307e-07,1.126855169834214e-05,1.1268551699453868e-05,1.1422652200694655e-05,1.1422654480020645e-05,1.1422654258728542e-05
,,3.104152908141542e-07,1.1268547272829432e-05,1.1268547273860032e-05,1.142264985974712e-05,1.1422652073220229e-05,1.1422651858711112e-05
,,3.114511065871533e-07,1.1268542946032646e-05,1.1268542946985556e-05,1.1422647584379248e-05,1.142264973391958e-05,1.1422649525985709e-05
,,3.1248802293569817e-07,1.1268538715730876e-05,1.1268538716609395e-05,1.1422645372755464e-05,1.1422647460226514e-05,1.1422647258666472e-05
,,3.135260370740737e-07,1.126853457975369e-05,1.1268534580561014e-05,1.1422643223091484e-05,1.1422645250301805e-05,1.142264505492033e-05
,,3.145651462198503e-07,1.126853053597997e-05,1.1268530536719175e-05,1.142264113365286e-05,1.142264310235772e-05,1.1422642912965515e-05
,,3.156053475939539e-07,1.1268526582336796e-05,1.1268526583010845e-05,1.1422639102753616e-05,1.1422641014656582e-05,1.1422640831070124e-05
,,3.166466384207346e-07,1.1268522716798302e-05,1.1268522717410048e-05,1.1422637128754875e-05,1.1422638985509363e-05,1.1422638807550741e-05
,,3.1768901592802625e-07,1.1268518937384632e-05,1.1268518937936826e-05,1.1422635210063577e-05,1.1422637013274346e-05,1.1422636840771071e-05
,,3.187324773472172e-07,1.1268515242160858e-05,1.1268515242656149e-05,1.1422633345131169e-05,1.1422635096355777e-05,1.142263492914064e-05
,,3.19777019913303e-07,1.126851162923596e-05,1.1268511629676904e-05,1.142263153245239e-05,1.1422633233202589e-05,1.1422633071113493e-05
,,3.2082264086495164e-07,1.1268508096761816e-05,1.126850809715087e-05,1.1422629770564054e-05,1.1422631422307173e-05,1.1422631265186967e-05
,,3.218693374445524e-07,1.1268504642932217e-05,1.1268504643271748e-05,1.142262805804389e-05,1.1422629662204131e-05,1.1422629509900477e-05
,,3.229171068982785e-07,1.1268501265981896e-05,1.1268501266274184e-05,1.142262639350938e-05,1.1422627951469132e-05,1.1422627803834347e-05
,,3.239659464761347e-07,1.1268497964185607e-05,1.1268497964432856e-05,1.1422624775616664e-05,1.142262628871773e-05,1.1422626145608647e-05
,,3.2501585343200933e-07,1.1268494735857206e-05,1.1268494736061518e-05,1.1422623203059469e-05,1.1422624672604273e-05,1.1422624533882104e-05
,,3.2606682502372077e-07,1.1268491579348728e-05,1.126849157951214e-05,1.1422621674568044e-05,1.142262310182081e-05,1.1422622967351016e-05
,,3.271188585130714e-07,1.126848849304954e-05,1.1268488493174011e-05,1.1422620188908155e-05,1.1422621575096034e-05,1.1422621444748194e-05
,,3.28171951165886e-07,1.126848547538548e-05,1.1268485475472891e-05,1.1422618744880097e-05,1.1422620091194263e-05,1.1422619964841945e-05
,,3.292261002520592e-07,1.1268482524818016e-05,1.1268482524870186e-05,1.142261734131771e-05,1.1422618648914442e-05,1.1422618526435087e-05
,,3.302813030455969e-07,1.126847963984344e-05,1.1268479639862103e-05,1.142261597708746e-05,1.1422617247089178e-05,1.1422617128363972e-05
,,3.31337556824658e-07,1.1268476818992049e-05,1.126847681897889e-05,1.142261465108754e-05,1.142261588458378e-05,1.1422615769497561e-05
,,3.3239485887159226e-07,1.1268474060827402e-05,1.1268474060784027e-05,1.1422613362246944e-05,1.1422614560295376e-05,1.14226144487365e-05
,,3.334532064729788e-07,1.1268471363945524e-05,1.126847136387349e-05,1.1422612109524668e-05,1.1422613273152003e-05,1.1422613165012244e-05
,,3.345125969196624e-07,1.126846872697419e-05,1.1268468726874984e-05,1.1422610891908802e-05,1.1422612022111737e-05,1.1422611917286188e-05
,,3.355730275067886e-07,1.126846614857218e-05,1.1268466148447233e-05,1.1422609708415785e-05,1.1422610806161856e-05,1.1422610704548831e-05
,,3.366344955338365e-07,1.126846362742859e-05,1.126846362727928e-05,1.1422608558089556e-05,1.1422609624318047e-05,1.1422609525818971e-05
,,3.376969983046537e-07,1.1268461162262118e-05,1.1268461162089769e-05,1.1422607440000836e-05,1.1422608475623576e-05,1.142260838014289e-05
,,3.387605331274837e-07,1.1268458751820404e-05,1.1268458751626286e-05,1.1422606353246342e-05,1.1422607359148538e-05,1.1422607266593616e-05
,,3.398250973149982e-07,1.126845639487937e-05,1.1268456394664704e-05,1.1422605296948084e-05,1.1422606273989088e-05,1.1422606184270147e-05
,,3.408906881843245e-07,1.1268454090242556e-05,1.1268454090008514e-05,1.142260427025264e-05,1.142260521926674e-05,1.1422605132296746e-05
,,3.419573030570753e-07,1.1268451836740513e-05,1.126845183648822e-05,1.1422603272330492e-05,1.1422604194127628e-05,1.142260410982222e-05
,,3.430249392593715e-07,1.1268449633230174e-05,1.1268449632960712e-05,1.142260230237534e-05,1.1422603197741828e-05,1.1422603116019229e-05
,,3.440935941218699e-07,1.126844747859425e-05,1.1268447478308655e-05,1.1422601359603456e-05,1.14226022293027e-05,1.1422602150083642e-05
,,3.4516326497978777e-07,1.1268445371740651e-05,1.126844537143992e-05,1.1422600443253068e-05,1.1422601288026207e-05,1.1422601211233856e-05
,,3.462339491729241e-07,1.1268443311601911e-05,1.1268443311286998e-05,1.1422599552583724e-05,1.142260037315032e-05,1.1422600298710192e-05
,,3.47305644045683e-07,1.1268441297134624e-05,1.126844129680644e-05,1.1422598686875716e-05,1.1422599483934358e-05,1.1422599411774265e-05
,,3.483783469470949e-07,1.126843932731889e-05,1.1268439326978311e-05,1.1422597845429478e-05,1.1422598619658427e-05,1.142259854970839e-05
,,3.494520552308364e-07,1.1268437401157784e-05,1.1268437400805657e-05,1.1422597027565052e-05,1.1422597779622828e-05,1.1422597711815013e-05
,,3.505267662552498e-07,1.1268435517676843e-05,1.1268435517313976e-05,1.1422596232621514e-05,1.142259696314747e-05,1.142259689741613e-05
,,3.516024773833625e-07,1.1268433675923548e-05,1.1268433675550704e-05,1.1422595459956455e-05,1.1422596169571356e-05,1.1422596105852756e-05
,,3.526791859829026e-07,1.1268431874966812e-05,1.1268431874584734e-05,1.142259470894546e-05,1.1422595398252013e-05,1.1422595336484381e-05
,,3.5375688942631634e-07,1.1268430113896511e-05,1.1268430113505914e-05,1.142259397898161e-05,1.1422594648564998e-05,1.1422594588688462e-05
,,3.54835585090787e-07,1.1268428391823003e-05,1.126842839142456e-05,1.1422593269474974e-05,1.1422593919903389e-05,1.1422593861859904e-05
,,3.5591527035824297e-07,1.1268426707876655e-05,1.1268426707471016e-05,1.1422592579852162e-05,1.142259321167728e-05,1.1422593155410589e-05
,,3.569959426153814e-07,1.1268425061207394e-05,1.1268425060795175e-05,1.142259190955584e-05,1.1422592523313316e-05,1.1422592468768892e-05
,,3.5807759925367405e-07,1.1268423450984258e-05,1.1268423450566056e-05,1.1422591258044291e-05,1.142259185425424e-05,1.1422591801379218e-05
,,3.591602376693842e-07,1.1268421876394976e-05,1.1268421875971358e-05,1.1422590624790978e-05,1.14225912039584e-05,1.1422591152701557e-05
,,3.60243855263577e-07,1.1268420336645522e-05,1.1268420336217031e-05,1.1422590009284109e-05,1.1422590571899367e-05,1.142259052221104e-05
,,3.6132844944213363e-07,1.1268418830959716e-05,1.1268418830526872e-05,1.1422589411026242e-05,1.1422589957565471e-05,1.1422589909397525e-05
,,3.624140176157586e-07,1.1268417358578817e-05,1.126841735814211e-05,1.1422588829533863e-05,1.1422589360459392e-05,1.1422589313765178e-05
,,3.635005571999921e-07,1.1268415918761118e-05,1.1268415918321024e-05,1.1422588264337025e-05,1.1422588780097778e-05,1.1422588734832065e-05
,,3.645880656152189e-07,1.126841451078158e-05,1.1268414510338549e-05,1.1422587714978924e-05,1.1422588216010822e-05,1.142258817212978e-05
,,3.656765402866795e-07,1.1268413133931428e-05,1.1268413133485888e-05,1.142258718101558e-05,1.1422587667741913e-05,1.1422587625203052e-05
,,3.667659786444745e-07,1.1268411787517802e-05,1.126841178707016e-05,1.1422586662015449e-05,1.1422587134847238e-05,1.1422587093609383e-05
,,3.678563781235755e-07,1.1268410470863389e-05,1.1268410470414038e-05,1.1422586157559072e-05,1.1422586616895449e-05,1.1422586576918682e-05
,,3.689477361638308e-07,1.126840918330606e-05,1.1268409182855372e-05,1.1422585667238766e-05,1.1422586113467297e-05,1.1422586074712925e-05
,,3.7004005020997467e-07,1.126840792419856e-05,1.126840792374689e-05,1.142258519065825e-05,1.1422585624155296e-05,1.1422585586585822e-05
,,3.711333177116283e-07,1.1268406692908128e-05,1.1268406692455813e-05,1.1422584727432369e-05,1.14225851485634e-05,1.1422585112142472e-05
,,3.7222753612331233e-07,1.12684054888162e-05,1.1268405488363552e-05,1.1422584277186752e-05,1.1422584686306668e-05,1.1422584650999053e-05
,,3.733227029044468e-07,1.1268404311318067e-05,1.1268404310865404e-05,1.142258383955753e-05,1.1422584237010968e-05,1.1422584202782516e-05
,,3.744188155193576e-07,1.1268403159822586e-05,1.1268403159370188e-05,1.1422583414191029e-05,1.142258380031266e-05,1.1422583767130274e-05
,,3.755158714372823e-07,1.1268402033751848e-05,1.126840203329999e-05,1.1422583000743485e-05,1.1422583375858315e-05,1.142258334368991e-05
,,3.766138681323707e-07,1.1268400932540891e-05,1.1268400932089831e-05,1.1422582598880778e-05,1.1422582963304422e-05,1.14225829321189e-05
,,3.777128030836915e-07,1.1268399855637404e-05,1.1268399855187392e-05,1.142258220827815e-05,1.1422582562317103e-05,1.1422582532084327e-05
,,3.788126737752337e-07,1.126839880250145e-05,1.1268398802052716e-05,1.1422581828619946e-05,1.1422582172571862e-05,1.142258214326261e-05
,,3.799134776959093e-07,1.1268397772605166e-05,1.1268397772157934e-05,1.1422581459599363e-05,1.1422581793753294e-05,1.142258176533925e-05
,,3.810152123395537e-07,1.1268396765432517e-05,1.1268396764986993e-05,1.1422581100918197e-05,1.1422581425554858e-05,1.1422581398008572e-05
,,3.8211787520493105e-07,1.1268395780479006e-05,1.1268395780035384e-05,1.1422580752286605e-05,1.1422581067678608e-05,1.142258104097348e-05
,,3.8322146379573443e-07,1.1268394817251415e-05,1.126839481680989e-05,1.1422580413422872e-05,1.1422580719834963e-05,1.1422580693945206e-05
,,3.843259756205847e-07,1.1268393875267584e-05,1.1268393874828325e-05,1.1422580084053172e-05,1.1422580381742476e-05,1.1422580356643089e-05
,,3.854314081930349e-07,1.1268392954056107e-05,1.1268392953619276e-05,1.1422579763911363e-05,1.1422580053127582e-05,1.1422580028794345e-05
,,3.865377590315668e-07,1.1268392053156129e-05,1.1268392052721884e-05,1.1422579452738772e-05,1.1422579733724409e-05,1.1422579710133836e-05
,,3.876450256595932e-07,1.12683911721171e-05,1.1268391171685588e-05,1.1422579150283962e-05,1.1422579423274533e-05,1.1422579400403869e-05
,,3.887532056054569e-07,1.1268390310498527e-05,1.1268390310069886e-05,1.142257885630256e-05,1.1422579121526796e-05,1.1422579099353979e-05
,,3.898622964024321e-07,1.1268389467869775e-05,1.126838946744413e-05,1.1422578570557027e-05,1.1422578828237084e-05,1.1422578806740728e-05
,,3.9097229558872075e-07,1.1268388643809817e-05,1.1268388643387285e-05,1.1422578292816516e-05,1.1422578543168132e-05,1.142257852232751e-05
,,3.9208320070744993e-07,1.1268387837907034e-05,1.1268387837487728e-05,1.1422578022856616e-05,1.1422578266089337e-05,1.1422578245884355e-05
,,3.931950093066775e-07,1.1268387049758993e-05,1.1268387049343016e-05,1.1422577760459226e-05,1.1422577996776556e-05,1.142257797718775e-05
,,3.943077189393824e-07,1.1268386278972251e-05,1.12683862785597e-05,1.1422577505412366e-05,1.1422577735011952e-05,1.1422577716020447e-05
,,3.954213271634667e-07,1.126838552516215e-05,1.1268385524753116e-05,1.142257725750999e-05,1.14225774805838e-05,1.1422577462171302e-05
,,3.9653583154175396e-07,1.1268384787952604e-05,1.126838478754717e-05,1.142257701655183e-05,1.1422577233286313e-05,1.1422577215435085e-05
,,3.976512296419845e-07,1.1268384066975934e-05,1.1268384066574176e-05,1.1422576782343238e-05,1.1422576992919474e-05,1.1422576975612333e-05
,,3.987675190368113e-07,1.1268383361872649e-05,1.1268383361474636e-05,1.142257655469502e-05,1.1422576759288886e-05,1.142257674250917e-05
,,3.998846973038031e-07,1.126838267229128e-05,1.1268382671897076e-05,1.1422576333423289e-05,1.1422576532205608e-05,1.1422576515937176e-05
,,4.010027620254361e-07,1.1268381997888202e-05,1.1268381997497864e-05,1.1422576118349313e-05,1.1422576311486004e-05,1.1422576295713196e-05
,,4.021217107890909e-07,1.1268381338327446e-05,1.1268381337941028e-05,1.1422575909299369e-05,1.1422576096951583e-05,1.142257608165923e-05
,,4.032415411870499e-07,1.1268380693280523e-05,1.1268380692898076e-05,1.1422575706104616e-05,1.142257588842887e-05,1.142257587360227e-05
,,4.043622508164954e-07,1.126838006242628e-05,1.1268380062047842e-05,1.1422575508600936e-05,1.142257568574926e-05,1.1422575671374155e-05
,,4.054838372794994e-07,1.1268379445450712e-05,1.1268379445076325e-05,1.142257531662882e-05,1.142257548874887e-05,1.1422575474811447e-05
,,4.066062981830283e-07,1.1268378842046808e-05,1.1268378841676504e-05,1.1422575130033225e-05,1.142257529726843e-05,1.1422575283755298e-05
,,4.077296311389305e-07,1.1268378251914394e-05,1.12683782515482e-05,1.142257494866346e-05,1.1422575111153126e-05,1.1422575098051302e-05
,,4.088538337639363e-07,1.1268377674759984e-05,1.126837767439793e-05,1.1422574772373056e-05,1.14225749302525e-05,1.1422574917549404e-05
,,4.0997890367965147e-07,1.126837711029663e-05,1.1268377109938731e-05,1.1422574601019663e-05,1.142257475442031e-05,1.142257474210375e-05
,,4.111048385125525e-07,1.126837655824376e-05,1.126837655789004e-05,1.1422574434464903e-05,1.142257458351442e-05,1.142257457157257e-05
,,4.122316358939823e-07,1.1268376018327052e-05,1.1268376017977524e-05,1.1422574272574296e-05,1.1422574417396685e-05,1.1422574405818086e-05
,,4.1335929346014553e-07,1.1268375490278298e-05,1.1268375489932973e-05,1.1422574115217123e-05,1.1422574255932828e-05,1.1422574244706377e-05
,,4.144878088520982e-07,1.126837497383524e-05,1.1268374973494122e-05,1.1422573962266334e-05,1.1422574098992351e-05,1.1422574088107283e-05
,,4.156171797157499e-07,1.1268374468741464e-05,1.126837446840456e-05,1.1422573813598437e-05,1.1422573946448414e-05,1.142257393589429e-05
,,4.167474037018529e-07,1.1268373974746256e-05,1.1268373974413568e-05,1.1422573669093411e-05,1.1422573798177734e-05,1.1422573787944441e-05
,,4.1787847846599715e-07,1.1268373491604478e-05,1.1268373491276002e-05,1.1422573528634596e-05,1.1422573654060488e-05,1.1422573644138227e-05
,,4.190104016686053e-07,1.1268373019076435e-05,1.1268373018752173e-05,1.14225733921086e-05,1.142257351398022e-05,1.1422573504359483e-05
,,4.2014317097492546e-07,1.1268372556927772e-05,1.1268372556607712e-05,1.1422573259405211e-05,1.1422573377823738e-05,1.142257336849531e-05
,,4.21276784055028e-07,1.1268372104929336e-05,1.1268372104613469e-05,1.1422573130417316e-05,1.1422573245481023e-05,1.1422573236435978e-05
,,4.224112385837924e-07,1.126837166285706e-05,1.1268371662545376e-05,1.14225730050408e-05,1.1422573116845157e-05,1.1422573108074834e-05
,,4.235465322409102e-07,1.1268371230491856e-05,1.1268371230184344e-05,1.142257288317446e-05,1.1422572991812196e-05,1.1422572983308214e-05
